AuthorityName,authority_id,Region,Sector,FOISA requests,FOISA closed - unclear,FOISA closed - withdrawn,FOISA fees notice,FOISA - fees paid,FOISA response on time,FOISA response late,FOISA - faliure to respond,FOISA refused - cost,FOISA - vexatious,FOISA - repeated,FOISA - full release,FOISA - none released,FOISA - some released,FOISA - none held ,FOISA - no confirm/deny,EIR requests,EIR closed - unclear ,EIR closed - withdrawn,EIRs fees notice,EIRs - fees paid,EIRs response on time,EIRs response late,EIRs - failure to respond,EIR timescale extended,EIRs refused - cost,EIRs - manifestly unreasonable,EIRs - full release,EIRs - none released ,EIRs - some released,EIRs - none held,EIRs - no confirm/deny,Subject Access Requests,FOISA reviews ,FOISA review - on time,FOISA review - late response,FOISA review - failure to respond,FOISA review - wholly/partially upheld,FOISA review - substituted decision,FOISA review - decision reached ,EIRs reviews,EIRs review - on time,EIRs review - late response ,EIRs review - failure to respond,EIR review - upheld,EIR review - not upheld,Otherwise accessible,Publication Scheme ,Disclosure prohibited: enactment ,Disclosure prohibited: EU obligation,Disclosure prohibited: Contempt of Court,Future publication: 12 weeks,Future publication: programme of research,Substantial prejudice to UK relations ,Formulation/development of government policy,Ministerial communications,Advice by Law Officers,Operation of Ministerial private office,Substantial prejudice to collective responsibility of Scottish Ministers,Substantial inhibition to free and frank provision of advice,Substantial inhibition to free and frank exchange of views,Substantial prejudice to effective conduct of public affairs,National security,Substantial prejudice to defence ,Substantial prejudice to international relations,Confidential information obtained from abroad,Trade secret,Substantial prejudice to commercial interests,Substantial prejudice to the economic interests of the UK,Substantial prejudice to the financial interests of a UK administration,Information held for the purposes of a criminal investigation,Information held for ongoing Fatal Accident Inquiry,Information held regarding cause of death,Information relating to the obtaining of information from confidential sources,Information held for purposes of civil proceedings arising out of investigations,Substantial prejudice to prevention or detection of crime,Substantial prejudice to apprehension or prosecution of offenders,Substantial prejudice to administration of justice,Substantial prejudice to assessment or collection of tax or duty,Substantial prejudice to operation of immigration controls,Substantial prejudice to maintenance of security and good order in prisons,Substantial prejudice to the exercise by a public authority for any of its functions,Substantial prejudice to civil proceedings brought by an authority,Confidentiality of communications,Actionable breach of confidence,Court records,Court records: inquiry or arbitration,Personal data of the applicant,Third party personal data ,Personal census information,Deceased person's health record,Endangerment to health or safety,Environmental information ,Substantial prejudice to audit function,Communications with the Royal Family and honours,Material in course of completion,Internal Communications,Substantial prejudice to international relations public safety etc.,Substantial prejudice to course of justice etc.,Substantial prejudice to intellectual property rights,Substantial prejudice to confidentiality of proceedings,Substantial prejudice to confidentiality of commercial or industrial information ,Substantial prejudice to the interests of a third party,Substantial prejudice to the protection of the environment,Neither confirm nor deny whether environmental information held,Personal data of the applicant,Third party personal data,Neither confirm or deny whether personal data held
University of Edinburgh,220,Lothian and Borders,Educational Institutions,3511,50,65,44,11,2821,415,14,401,12,27,,187,,172,5,95,0,2,1,0,69,12,1,1,3,1,0,2,0,6,0,299,124,108,13,0,86,8,18,3,3,0,0,1,2,8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of Glasgow,221,Strathclyde,Educational Institutions,2978,,,,,,,,,,,,,,,,22,,,,,,,,,,,,,,,,,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of the West of Scotland,222,Strathclyde,Educational Institutions,1641,16,10,11,1,1461,138,0,34,1,13,1159,46,304,76,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,189,14,13,1,0,7,6,0,0,0,0,0,0,0,53,0,0,0,0,7,1,0,0,0,0,0,0,4,4,8,1,1,0,0,0,56,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,1,11,0,0,10,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
University of St Andrews,223,Fife,Educational Institutions,2627,96,48,4,0,2353,33,4,174,4,27,540,238,1182,344,24,83,1,1,0,0,81,4,0,1,3,2,22,4,49,8,0,95,25,26,0,0,24,1,1,2,2,0,0,2,0,132,246,0,0,0,34,0,0,0,0,0,0,0,2,6,50,1,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,24,0,0,57,239,0,0,3,88,0,0,2,1,0,0,0,0,2,0,0,0,0,2,0
University of Stirling,224,Central,Educational Institutions,1904,52,23,0,0,1843,6,0,40,1,11,1425,104,176,124,7,10,0,2,1,0,7,0,0,0,2,0,3,1,2,2,0,86,21,21,0,0,16,5,0,0,0,0,0,0,0,29,0,0,0,0,11,0,0,0,0,0,0,0,2,3,14,0,0,0,0,0,42,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,19,0,0,8,126,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
University of Strathclyde,225,Strathclyde,Educational Institutions,1884,40,22,1,0,1760,3,0,14,0,4,859,39,723,109,0,6,0,0,2,2,5,0,0,3,0,0,2,1,0,0,0,116,27,24,0,0,17,5,0,0,0,0,0,0,0,101,0,0,0,0,3,0,0,0,0,0,0,1,1,3,30,1,0,1,0,0,43,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,3,0,141,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
VisitScotland,226,National,Others e.g. NDPBs,208,1,1,1,0,191,17,0,21,0,0,86,14,69,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,14,8,7,0,0,7,0,0,0,0,0,0,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,0,0,0,0,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Industry Commission for Scotland,227,National,Others e.g. NDPBs,78,0,0,0,0,75,1,0,0,0,0,58,0,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Dunbartonshire Council and Licensing Board,228,Strathclyde,Local Government,7393,9,0,1,0,6499,662,0,15,0,0,1650,40,59,166,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,76,77,58,8,0,11,13,0,0,0,0,0,0,0,38,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lothian College,230,Lothian and Borders,Educational Institutions,187,0,0,0,0,187,0,0,0,0,0,185,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Lothian Council,231,Lothian and Borders,Local Government,8231,0,0,0,0,7491,701,0,235,3,0,6100,688,974,808,4,162,0,0,0,0,134,23,0,0,1,0,141,4,24,9,0,707,162,72,46,5,64,40,19,6,4,2,0,2,0,264,14,10,1,0,33,0,0,0,0,0,0,19,0,0,19,0,0,1,1,26,27,2,2,3,0,0,0,4,62,1,0,0,0,0,8,0,63,17,0,0,24,60,10,2,1,1,1,1,1,0,0,0,0,0,1,0,0,4,0,0,0
West Lothian Licensing Board,232,Lothian and Borders,Local Government,40,0,0,0,0,39,1,0,0,0,0,24,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Isles Licensing Board,233,Highland and Islands,Local Government,77,2,1,0,0,65,4,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Western Isles Health Board,234,Highland and Islands,National Health Service,3344,24,18,10,0,2548,633,65,10,0,0,2779,3,3,5,0,7,0,0,0,0,6,1,0,0,0,0,7,0,0,0,0,561,5,4,1,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Road Works Commissioner,235,National,Others e.g. NDPBs,95,1,0,0,0,84,0,0,0,0,0,84,0,8,3,0,190,0,2,0,0,168,0,0,0,0,0,101,4,72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Commission for Human Rights,237,National,Others e.g. NDPBs,52,0,0,0,0,51,0,0,1,0,0,35,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NESTRANS,238,National,Local Government,16,0,0,0,0,12,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HITRANS,239,Highland and Islands,Local Government,19,0,0,0,0,19,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SESTRAN,240,National,Local Government,13,0,0,0,0,9,0,0,0,0,0,7,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SWESTRANS,241,Dumfries and Galloway,Local Government,28,0,0,0,0,26,1,0,0,0,0,15,1,8,5,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TACTRAN,243,National,Local Government,23,0,1,0,0,21,0,0,0,0,0,21,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quality Meat Scotland,244,National,Others e.g. NDPBs,39,0,0,2,0,39,0,0,0,0,0,30,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Risk Management Authority,245,National,Others e.g. NDPBs,119,0,0,0,0,123,1,0,1,0,0,90,5,19,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,7,0,0,4,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Commissioner for Children and Young People in Scotland,246,National,Others e.g. NDPBs,93,0,2,0,0,90,1,0,1,0,0,41,4,29,14,1,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,3,6,6,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
National Waiting Times Centre Board,250,National,National Health Service,319,1,3,0,0,248,70,0,8,0,0,236,18,50,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2600,4,2,1,0,1,1,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Judicial Appointments Board for Scotland,252,National,Others e.g. NDPBs,33,0,0,0,0,32,0,2,0,0,0,19,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Creative Scotland,254,National,Others e.g. NDPBs,290,5,3,0,0,239,41,1,6,0,0,119,32,116,27,0,2,0,0,0,0,2,0,0,6,0,0,0,0,2,0,0,1,3,1,2,0,0,2,1,0,0,0,0,0,0,22,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social Care and Social Work Improvement Scotland,255,National,Others e.g. NDPBs,37,0,0,0,0,33,4,0,1,1,0,14,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Commissioner for Ethical Standards in Public Life in Scotland,256,National,Others e.g. NDPBs,128,0,0,0,0,127,0,0,0,0,0,51,10,52,14,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,2,0,4,8,8,0,0,6,2,0,0,0,0,0,0,0,0,0,9,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,0,1,0,1,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Healthcare Improvement Scotland,257,Strathclyde,National Health Service,444,13,8,0,0,396,29,0,7,0,1,148,9,152,114,2,10,0,0,0,0,5,5,0,1,1,0,1,1,7,1,0,28,9,7,2,0,6,1,0,0,0,0,0,0,0,12,0,0,0,0,2,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,5,49,0,1,0,9,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0
Scottish Housing Regulator,258,National,Others e.g. NDPBs,86,2,5,0,0,65,4,0,0,0,0,35,3,8,11,0,2,0,0,0,0,2,0,0,1,0,0,0,1,1,0,0,15,13,12,0,0,11,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,10,2,0,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Children's Hearings Scotland,259,National,Others e.g. NDPBs,179,4,0,0,0,165,10,0,3,0,0,94,1,15,60,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,55,2,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Highland College UHI,261,Highland and Islands,Educational Institutions,123,1,1,0,0,95,4,0,1,0,0,117,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Police Service of Scotland,262,National,Police,18845,430,479,0,0,13696,3687,290,3109,40,41,5113,2212,4417,1840,1256,16,0,0,0,0,7,3,0,0,1,2,2,0,5,2,0,19561,1042,810,179,35,739,116,129,0,0,0,0,0,0,1060,14,3,0,0,91,1,17,0,0,0,0,26,55,65,157,311,17,38,11,15,168,1,0,747,41,43,9,7,1444,1201,29,4,5,4,86,4,17,3,4,2,819,1639,9,1,946,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Scottish Fire and Rescue Service,263,National,Others e.g. NDPBs,13100,7,66,57,22,9470,2554,29,45,0,0,9442,0,51,195,0,76,0,0,0,0,54,13,0,0,0,0,29,0,0,0,0,426,148,78,50,8,116,2,0,3,2,1,0,2,0,105,0,9,0,0,20,0,0,0,0,0,0,0,6,12,15,4,0,0,1,0,11,0,6,76,8,105,0,0,2,868,1,0,0,0,2,0,2,6,2,0,1,23,0,0,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
City of Glasgow College,264,Strathclyde,Educational Institutions,323,8,2,0,0,285,33,0,0,0,0,226,3,64,21,0,15,0,0,0,0,12,2,0,0,0,0,4,0,8,1,0,15,215,15,0,0,14,0,1,5,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
Scottish Police Authority,265,National,Police,701,17,9,0,0,470,156,26,19,5,1,211,29,84,263,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,70,68,48,16,0,55,10,2,0,0,0,0,0,0,13,2,1,0,0,4,0,0,1,0,0,0,0,7,21,16,1,1,0,0,0,5,0,0,2,0,1,1,0,5,0,1,0,0,0,1,0,5,1,0,0,6,71,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Edinburgh College,266,Lothian and Borders,Educational Institutions,435,4,3,3,0,391,41,0,4,0,6,300,15,87,6,0,3,0,0,0,0,3,0,0,0,1,0,3,0,0,0,0,64,24,19,4,0,19,1,0,0,0,0,0,0,0,11,0,0,0,0,6,0,0,0,0,0,0,5,1,0,3,0,0,0,0,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Argyll College,267,Highland and Islands,Educational Institutions,90,0,1,,,78,8,2,,,,76,,6,8,,0,,,,,,1,,,,,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Criminal Courts Rules Council,268,National,Others e.g. NDPBs,2,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scottish Civil Justice Council,269,National,Others e.g. NDPBs,29,0,0,0,0,21,0,0,0,0,1,8,3,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow Clyde College,271,Strathclyde,Educational Institutions,311,3,3,0,0,254,49,3,0,0,0,246,3,51,4,1,2,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,3,7,4,3,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayrshire College,272,Ayrshire,Educational Institutions,267,1,2,2,1,183,81,0,1,1,0,192,8,53,9,0,2,0,0,0,0,2,0,0,2,0,1,2,0,0,0,0,133,10,7,3,0,7,1,2,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fife College,273,Fife,Educational Institutions,275,2,2,0,0,268,5,0,0,0,0,209,4,70,8,4,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,26,5,4,0,0,3,1,0,0,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West College Scotland,274,Strathclyde,Educational Institutions,250,2,4,0,0,222,7,0,0,0,0,178,6,49,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168,4,4,0,0,2,2,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New College Lanarkshire,275,Strathclyde,Educational Institutions,198,1,1,0,0,143,43,1,2,2,1,162,2,27,1,0,1,0,0,0,0,1,8,0,0,0,0,1,0,0,0,0,41,5,5,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dundee and Angus College,276,Tayside,Educational Institutions,182,1,2,1,0,169,8,1,3,0,0,155,7,14,3,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,5,5,0,0,5,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North East Scotland College,277,Grampian,Educational Institutions,180,1,1,0,0,166,9,0,0,0,0,145,2,17,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,9,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Glasgow Kelvin College,278,Strathclyde,Educational Institutions,222,0,1,0,0,221,1,0,0,0,0,161,1,46,16,0,4,0,0,0,0,4,0,0,0,0,0,2,0,1,0,0,13,5,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aberdeen Performing Arts,279,Grampian,s.5 designated body,10,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Active Stirling,280,Central,s.5 designated body,36,0,0,0,0,32,0,0,0,0,0,27,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Live Borders Ltd,281,Lothian and Borders,s.5 designated body,55,1,0,0,0,50,1,0,0,0,0,40,1,8,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
